tweet_id,sentiment,content
1963527292.0,empty,"@pokeymcslow if he did, he would say hi."
1963527692.0,worry,Getting ready for a long weekend of work..friday Saturday and Sunday
1963527707.0,happiness,leaving florida want to live there forever! Texan*Girl
1963527825.0,hate,I've come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!
1963527997.0,sadness,I wish I was going to see @patmaine @johnmaine @garrettmaine @jaredmaine @kennedymaine today!! I'm sad I dont
1963528002.0,hate,dammit - I slept in; now I have even less weekend to enjoy  - off to Azeroth bbl!
1963528313.0,neutral,"@rnbguru bummer, that means unless I do a youtube rip, which I don't know how, I can't have it."
1963529093.0,enthusiasm,BGT!!!!!!! - Will be gutted when it finishes tomorrow  - Stavros Flatley all the way!
1963529146.0,hate,id be happy thats its friday if i didnt have to work tomorrow  blah
1963529425.0,sadness,traveling to L.a to see my grandpa in the hospital...another road block for my family to cross....
1963529607.0,fun,Photo: novusnovendo: EYECANDY + LIVE = like a STRIPCLUB! only he keeps his clothes on  BUT he can take them... http://tumblr.com/x2k1wga72
1963529635.0,empty,"Going to REtake my Softball photo because Patrick's Studio is a piece of shit. Back here for chores. Some Friday, huh?"
1963529876.0,sadness,@Dtballa2322 I want to Forgive and Forget this! Please and I dont like him I promise I am going to live without drama for now!So Please
1963530135.0,hate,"@katecameron2002 Oh same here, can't believe they killed him off!  Hate Stringer now!"
1963530176.0,worry,HOMELESS afterJune 1st.......
1963530331.0,sadness,@Anjeebaby Snap. I'm the same with any reality show. Watch the first and I'm hooked   Very sad
1963530704.0,worry,sad that school is over gonna miss all my friends and teachers
1963531079.0,worry,We will be changing our name again  Please stay tuned and follow our new page once Ophelia barks up a new name for http://dog-wuh.com thx!
1963531201.0,worry,"@Martysixnine  How vile are people, they have to remove things that have a value"
1963531580.0,fun,@Vivienne89 i noo  i went to the zoo instead lol!! ru goin out 2night??? xx
1963531905.0,sadness,No one is at the tesla dealership
1963542019.0,neutral,it always rains right after i get my car washed
1963542347.0,worry,Me and my sister is listening to goodbye my almost lover by a fine frenzy. That was me and scarletts song. Makes me sad.
1963542393.0,worry,@CaitiCaitlin I know but unfortunately I'm one of the fifteen bazillions of Americans without health insurance.  awesome
1963542484.0,worry,Good! luck you! I want new shoes  Ly x
1963542564.0,neutral,@SheilaRod but but it was funny when I wrote it
1963542589.0,worry,I buy the team Zotz and they decide to roast me.
1963543050.0,worry,@BeansOnToasted NOOOOO I hate traffic
1963543216.0,sadness,Stuck at work! Stuck at work! I'm hungry.
1963543287.0,worry,Damn... Why does it take so long to install SBS2008?!
1963543397.0,neutral,Its so dead
1963543430.0,sadness,Watching Thomas The Train Engine makes me miss George Carlin
1963543790.0,worry,@bjcash AHhh FCUKKK...i missed out AGAIN  You must fill me in with the deetZ...see you tonight?!?!!
1963543909.0,worry,@monkeymoosh Happened to me the other day.  Was wearing a necklace that made a white spot on my chest.
1963543951.0,worry,Very annoyed by my braces. Cheek is all cut up and can't eat
1963543973.0,hate,I think I did okay on my Math Test today. I really really really hope I did. If I didn't I swear I will get SO mad at myslef.
1963544700.0,neutral,Post-crash Spotlight is now spinning its wheels indexing my Time Machine backup drive. Naturally the drive is in the &quot;do not index&quot; list
1963544828.0,sadness,Why is it that &quot;shipping &amp; handleing&quot; are soooo expensive??? It is more than 50% of my entire order! Not ordering yet.
1963544918.0,worry,"Just fell asleep for 2 &amp; 1/2 hours so missed both chances for first-look Hollyoaks, ugh"
1963544992.0,happiness,"@Orchidflower Yes,all on my own  OH gone to bed after a minor soap marathon. Photo editing night 4 me. Ohhh Inn on the lake, nice food."
1963545009.0,worry,"@jennifalconer I haven't heard Greg before I'm scared , I've heard he's rather freaky  x"
1963545053.0,worry,@cln0103    hope all is ok.
1963545105.0,worry,@punkpolkadots ya i suppose so...wish i cud hv thm bk
1963545290.0,neutral,I'm not a fan of all day trainings I Novi. I'm one sleepy girl.
1963545365.0,worry,healthy food is NOT helping my hangover
1963545380.0,worry,Aww man. @Wired arrived. How-To Guide-less
1963545452.0,relief,Ooooh Kay! Its time for me to stop twitterin and get going...
1963545614.0,love,"@charmmydoll I will take pics soon :] Also, I would hang out with you everyday if we lived near each other"
1963545638.0,neutral,when do the stars come out??
1963545818.0,worry,@KaarinE Me too I need the sudden urge to do it. Missing the Diplomat title
1963545872.0,sadness,"Wishing I could go with @boulderdiaries to SoCo to go climb, instead I'm stuck at work all weekend"
1963545918.0,worry,@KMC1121 lol... im going to log off for about an hr lolz b4 I lose more followers  keep the #NOFAKERY movement going!
1963547047.0,neutral,"Well, #Evernote is giving away Wireless SD cards 4 fllwng thm on twitter &amp; tweeting abt #evernote_eyefi But US/CAN only  http://tr.im/mPxn"
1963547396.0,love,Mmm someone come havelunch with me
1963547671.0,neutral,@Lynsay mine wont turn on
1963547757.0,worry,"@minneappler I'm all out of life preservers, sorry   But if it's any consolation, you're in for something really special tomorrow."
1963548301.0,neutral,On way home tonight I saw a newspaper headline 'Susan Boyle quits....' surely not true
1963548540.0,empty,@shelbyelizabeth hasn't shipped yet  I won't get over there until at least 7. I'll call you.
1963548570.0,sadness,"lunch break's over, going back to work...."
1963548851.0,enthusiasm,@ZuriEventsLLC aww I wish the same thing...
1963548864.0,worry,@rachaelblogs Good for you Rachel.  I have nowt
1963548888.0,sadness,MediaTemple (mt) has awful FTP service
1963548913.0,fun,@xraquelx No sleepover tonight
1963549058.0,worry,@keylahtia yeah its goin to vmail now.. I CALLED it while i was in the store.. no luck
1963549094.0,worry,"@bradleemeredith Awwwww, i'm sorry"
1963550021.0,happiness,massive headache  going to see terminator tonight!
1963550432.0,worry,@lell I live here and I don't see all these great things
1963550578.0,worry,a bit worried...
1963550966.0,worry,I have one less follower  That makes me sad and I feel like my life is dull and uninteresting.
1963551015.0,boredom,"Very bored. All day, no one 2 talk 2. Missing my BF (and his kisses). Hols almost over,  don't wanna go back 2 skool."
1963551275.0,worry,@Anjeebaby @aileenwilliams Please don't get me watching BB too
1963551909.0,worry,My 89 year old grandma in Chicago is having emergency surgery today....
1963552267.0,sadness,wtf come i need this day to go by
1963552290.0,sadness,Ooh hayfever has struck..thought I was going to avoid it this year but nooo!  Remedies anyone...?
1963552306.0,sadness,": What a let down! No MRI today, neurosurgeon didn't order it--which means we have to come back to OkC soon &amp; we no nothing new"
1963552339.0,happiness,Watch Jay Leno tonite!!!  It's his last day as the Tonight Show Host
1963552377.0,worry,is still pretty depressed about losing her hello kitty necklace
1963552412.0,sadness,Okay gots to go and now for the first time since it started will miss the Block Party on @retrorewind
1963552971.0,surprise,My son's first tooth came out but he left it at school
1963553113.0,sadness,watching Army Wives and it always makes me cry
1963553451.0,happiness,Symantec Ghost image corruption is making me cry
1963553724.0,worry,I'm getting me &amp; my family ready for Kaylee's graduation! It's gonna make me so sad.
1963553760.0,worry,@capcomms It was BuckFast. Brain just went blank
1963561468.0,surprise,@Mellecita oh nice! i'm jealous!! i don't know what i am going to do when they are all gone!
1963562069.0,fun,Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.
1963562358.0,worry,@thankthatstar i have to tell you that i accidentally screwed up the layout of the lautner_daily community
1963562459.0,boredom,is stuck in traffic
1963562590.0,neutral,@marieeeeah yeeaaahh! even though i suck at twittering
1963562862.0,anger,"Grabbing a snack and a drink at chili's, but the power just went out. Before I got my food!"
1963563241.0,neutral,Its cloudy outside
1963563694.0,neutral,@wilw  I remember those days. I wasn't a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!
1963563699.0,fun,getting ready to babysit
1963563723.0,worry,"@AskCarrieLee CVS is that like a genetic brand?Poor you,my hubby gets bad allergies..no fun!"
1963563889.0,relief,finally home and enjoying the rest of my day. Azongo and I are having a smoke-fest! woot! #mmot miss my @MorganLeigh321
1963563921.0,worry,@barmak9 Shiraz event was in an 'anti-bahai' center.not in a mosque or in election campaign.Sadly children wr involved in zahedan
1963563964.0,hate,"cold,so cold fuck!"
1963564091.0,love,"@love_Jamie How are ya, honey? What happend to @LarissaBootz account  ?"
1963564125.0,sadness,I'm german i think i should be able to go to germany for free whenever i want...plz
1963564126.0,happiness,"@Kat_04071991 haaa awesome! i remember my brother got given woody, and i got upset cause i got buzz  but then i got both of them lmfao"
1963564442.0,hate,@RawrEli Aww that sucks
1963564610.0,empty,have no line bi-focals for over 3 yrs now. End up taking glasses off to read close up.
1963564673.0,worry,Still can't find my id and is going to be very VERY upset if I can't go out with my deltas tonight
1963564770.0,surprise,Tom is back in town
1963565183.0,worry,"@tommcfly you and the guys should come down here, we are fucking freezing out here!"
1963565198.0,hate,Fkkk at the nurses coughing up my lungs
1963565598.0,sadness,It`s such a romantic novel!! I cried in the end  Now I`m going to bed. I`m so tired.
1963565610.0,happiness,ughhh. i think my plans are ruined. i was excited too.
1963565636.0,worry,omfg. one of the worst days ever!
1963565798.0,worry,"no viewers  and and @steff_blehh, did you block me on skype?"
1963566018.0,worry,What happened to the weather??
1963566188.0,sadness,Not happy
1963566723.0,neutral,acho que vou ver roupinhas goticas  -qqq
1963567246.0,neutral,"I was going to visit my sister today, but she's grumpy.  I'll just chill at home with the family and visit her tomorrow."
1963567548.0,happiness,this week of mine was not easy!  but finally it's over! (:
1963567958.0,fun,NEW YORK DOLLS TOMORROW NIGHT @ THE DEPOT CANCELLED   REFUNDS AVAILABLE AT POINT OF PURCHASE.
1963568098.0,neutral,@Flesheater what happened to @sodarnhappy? where did she go?
1963568410.0,neutral,"@Kirstyy09xX I didn't see Tuesdays, I was at work"
1963568947.0,worry,@tobiefysh I really haven't got the hang of these hash tags have I?
1963569083.0,love,i'm listening butterfly fly away  daddy i lov u mamma i lov ya
1963569109.0,hate,ok so this eye doctor guy is taking forever and i'm sitting in a cold room by myself...what? A jerk!
1963569137.0,sadness,"@JhonenV I need horror to be lovecraftian actually, not enough weird horror movies."
1963569138.0,empty,@TreeinCally  He's got adjusting his mate's online shop... Zzzzzzzzzzzzzzz... Boring...
1963569465.0,fun,@tommcfly why you will so little time in rio de janeiro? forgive babelfish!
1963569628.0,happiness,FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF&lt;3
1963569748.0,neutral,@Clubpenguinfan3 I guess that boner story isn't so funny I've had TONS of boner moments like that unfourtantly
1963569786.0,worry,Looks like it's going to be a upset for Venus
1963569886.0,neutral,Need something to do... AH! I'm gonna go have ice cream... then water the plants  then get ready for softball!!! I HAVE A PLAN!!!!!
1963569951.0,love,"@crpitt    I am sending healthy, healing thoughts in the mumborg's direction."
1963569983.0,hate,@methodphoto I think you need to define what you mean by 'clue'. Won't be at WWDC this year
1963570094.0,happiness,New York from 1500ft looks rather good. Last night in the Big Apple.
1963570143.0,sadness,the BEST day ever. I met the greatest 10 year olds. but i will never see them again.. AHH. i'll miss them (i saw them 1 hour xD) SAD
1963570147.0,surprise,@QuiMo No happy hour in CCP eithah that's 2 bad
1963570164.0,hate,"@gillian9 Aww, I had one yesterday, they suck"
1963570489.0,happiness,"@BellaBKNY Thanks for your support as I kept updating, it helps"
1963570692.0,neutral,"I just got back from lunch at Rick &amp; Brianï¿½s Cafe with my father; I had the French Dip and it was good, but his omelette was burnt."
1963570842.0,neutral,@iconermaddyct I wish I could get twitter to upload my background of M
1963571371.0,worry,@FionaKyle didn't have my camera with me  totally regretting it now!
1963571576.0,love,@anrserge addict? Me? Okay I admit I need help  BUT... I have been writing hits big bro. I really really have *smile*
1963571717.0,worry,Ummm. My kid just said &quot;fucker&quot; .. Like minutes before his gparents are due to show. Everyone knows it's his mom with the potty mouth
1963572363.0,sadness,"finally friday , but still grounded till next thursday    -- stereos = life &lt;333"
1963572463.0,worry,"Internet, you were so fast! And now you are so slow! Where did the fast connection go?"
1963572496.0,worry,needs to get over this fever grrrrr....
1963572721.0,neutral,@Dingo which case? I got a new one last week and I'm not thrilled at all with mine.
1963572788.0,sadness,"@jennafletch at freddies having a cotch and LADYHAWKE is here, just missing you my bajan beauty"
1963572895.0,sadness,still no eat. still in office. and now i get sick throat 3 days before i leave for an air condition throat killing tour bus
1963573292.0,relief,Time to head back home. My business here is done.
1963573583.0,sadness,@Leod_UK Argh Twitter didnt post my replies and tweets for ages  Aint up to much just enjoying the sun!
1963573706.0,fun,Watch Jay Leno tonite!!!  It's his last day as the Tonite Show Host and  Late Nite Leader
1963573741.0,sadness,@KristinDaMama I work for Disney...not all it's cracked up ta be.
1963573762.0,worry,Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!)
1963574025.0,surprise,@nessalh boo... i was hoping for a fake alien story with a tinfoil covered beachball photo
1963574098.0,sadness,"@roseCHARLOTTE oh my gosh!!! Tomorrow AS WELL!!!????!!!?!?!? God you're lucky, I might have to put it off for yet ANOTHER week"
1963574189.0,surprise,Burnt from the lake
1963574358.0,worry,Radio Royals AM Transmitter has packed up today... not good   Anyone got a spare in your shed... lol
1963574394.0,hate,This weather sucksss
1963574474.0,neutral,@cristnabls I totally agree! And there's no way to avoid it
1963578729.0,sadness,Off to the bank
1963578804.0,worry,@TeeRibbzz ok Mr. Man help me out with some followers.....  PLEASEEEEEEEE
1963579046.0,worry,"1 week post my&quot;horrible, traumatic jumping cholla accident.&quot;-cholla's next dirty trick:pieces are starting to emerge from my hand! Ouch!"
1963579448.0,sadness,im not happy   my ipod or laptop dont know whih but one has decided to refuse to let me sync my songs :'( how can i live without it :/
1963579631.0,sadness,fell down while holdin kales hand today...I hurt my foot &amp; he bruised his forehead  im such a klutz!
1963579684.0,sadness,@rpulse I clicked on the Check out pictures of Angelina and it went to a spam site about ordering checks .. go figure
1963579719.0,love,"@electra Wow Christa, that's incredibly sweeeet! Me want one 2  !!!  If you get a sec, check out my app for merch asst ... I RULE!  LOL!!!"
1963579863.0,worry,35 hours in the sun=rash
1963579918.0,neutral,@mutualexcrement And I fell asleep 10 minutes into the Saget roast.
1963580020.0,worry,"@Mr_Kimbalicious Lol! I was just walking  I think its all the polish I used while cleaning earlier, its made the floor slippery!"
1963580660.0,hate,@kmrasmussen nah. How it sucks to wear a suit and how the temp goes up 10 degrees when someone sits next to you
1963581088.0,worry,home from work today.....son is sick
1963581258.0,sadness,"Lobster dinner with MBA folks tonight, but no terasse, pouring rain in Mtl..."
1963581314.0,surprise,"Home from Jack's now, can't say I'm too happy about that either"
1963581344.0,sadness,@gailmoscoso oo noo thats not good
1963581715.0,worry,the weekend is about to begin! Got an idea for a project that I think would be cool -- just not sure I've got the time for it right now.
1963581977.0,sadness,"feeling bad for Daisy, she cries in every episode       i watch waaaaay too much tv"
1963581999.0,sadness,I lost a follower  oh well probably one of those mute ones anyway.
1963582277.0,enthusiasm,last day of work  ...but everyone is making it so great!
1963582460.0,neutral,@microautoe  One more day baby.
1963582725.0,sadness,I've been dead the past 2 days...the flu sucks
1963582751.0,worry,urban think fail. chai latte is not good there
1963583023.0,happiness,Aww what a sunny day! Tasty barbeque with the family (: Got bad sunburn though
1963583321.0,sadness,@skinnermike I told that joke onstage at Butlins in 1991. One person laughed. Scarred for life at 8
1963583515.0,neutral,@remiransom i wanted to see that.  enjoy it!
1963583565.0,neutral,@leztah The dayem computer  #twpp
1963583612.0,empty,"63 days of summer holiday left, and they are going way too slow! When will school get here???"
1963583975.0,happiness,Back from lunch  READY TO GO HOMEEEEEEEEEEEEEEE
1963584101.0,surprise,lost my tooth 2day whilst i was eating gum...oww
1963584992.0,neutral,i just found a crack in my baking bowl...milk spilled everywhere
1963585709.0,neutral,@jess_lokelani  i have no idea!
1963585734.0,worry,"@melissa_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts"
1963585864.0,worry,back from dinner w. my family. i'm not meeting christine anymore  sunny weather tomorrow and a day out &amp; about. i want red bull!
1963586510.0,empty,@YoungQ  ahhhh it won't let me watch the video on my phone
1963586602.0,fun,someones dead on army wives. Dad just laughed and Mum got annoyed with him. I wanna watch Britains Got Talent
1963586744.0,worry,@Bwadoo that doesnt look good at all.
1963587139.0,worry,is gaining weight.  rather
1963587393.0,worry,I lost my artistic abilities
1963587400.0,neutral,love how dad said he'd be ready to go at like 3:15 and it's now 4pm and I'm still working.
1963587469.0,worry,"My jeans that were once two inches too long are now about five inches too long. Holy cow, am I getting shorter?!?"
1963587536.0,worry,I miss my 8703
1963587689.0,surprise,wondering if my local Borders is going to make it. Lots of bare shelves... It makes me sad
1963588199.0,neutral,i miss our walks home together
1963588212.0,surprise,Waaah! Masseuse is fully booked. No shoulder rub today.
1963588265.0,neutral,"Photovia novusnovendo) ï¿½o_0ï¿½*giggles*ï¿½who am i kidding? heï¿½s probably gay  but def my type, hey now! http://tumblr.com/x2k1wgbpm"
1963588292.0,love,"met a cute girl at mighty taco.I'm ordering(no cheese, no sour cream, etc)&amp; she's like&quot;it's ok, I'm Vegan too!&quot;(insert hot wink)too young"
1963588441.0,worry,@Emma300 Guess I'd better look out for a new best friend once those VIP tickets have been used! You won't want me anymore!
1963588805.0,worry,shout out to all the people goin to prom &amp; iish &quot;damn i kinda miss high school&quot;
1963588935.0,worry,"Back from a very boring 20-20 cricket match in Canterbury. It's supposed to be big hitting, but there was only one 6. Shame"
1963588952.0,worry,I'm so sad that Cage on Daisy of Love went home this week  him crying made me tear up a bit..
1963589187.0,surprise,"Whenever, whever, sarah's in dc all summer  and sure!"
1963589215.0,neutral,@DarkDevilM  what's wrong
1963589370.0,neutral,No tourney 'til next weekend =   http://bit.ly/2xDPf
1963590005.0,sadness,@AsaCavalli wish I was there wit you. Some other friend of mine r down there as well.  This weekend I'll be working
1963590233.0,neutral,@DuchessAmy don't cut yourself!!
1963590825.0,worry,puppy I wanted was adopted yesterday  I guess my dogs don't get a little brother anytime soon. but at least he isn't in a shelter now
1963590827.0,neutral,Just got stung by nettles lol in about 3 fingers  and I mean come on that dude with the apples needed to step it up a notch!
1963592079.0,fun,"@Big_Jim I so much want to see the screen adaptation of Kick Ass, but once i found out Nick cage was in it, my heart sank"
1963592192.0,worry,"If you followed us recently, PLEASE dont be offended that we haven't followed back. We hit our limit.   Hopefully we will be free soon."
1963592585.0,fun,@MichelleVo omgggg!! Hawaii!! That's amazing!! I wanna live there
1963592742.0,enthusiasm,http://twitpic.com/67bpd - This store at the airport is as close as we'll get to WDW during this trip.
1963593339.0,surprise,@michvs i wanna go home  x
1963593403.0,happiness,Having dinner at the crown at south moreton with David and a stroppy teenager
1963593617.0,worry,@mileycyrus http://twitpic.com/5kahh - omg i read Night in english class! so sad
1963593925.0,neutral,Hoping the day gets better now
1963593953.0,neutral,Doctor Who has finished
1963594295.0,worry,never trust someone else's battery operated power tools when you're in a hurry
1963594527.0,sadness,Oh I'm really tired of these migraines! #Endometriosis &amp; #Fibromyalgia &amp; #Migraines &amp; sleep probs just compoundin ea other since surgery
1963594646.0,neutral,babysitting kids who won't let me play wii with them
1963594795.0,sadness,"@BIOSShadow I'm not going, sadly.  Maybe next year, eh?"
1963595381.0,neutral,@CinderellaCaro j'ai pas vu passer ton ReBlip annoncï¿½ de *Pump Up The Jam*....    pb d'adresse URL ?
1963595937.0,worry,my sunburn hurts
1963596370.0,worry,@tommcfly say a hi to me tom  please please
1963596883.0,worry,Nobody's home tonight. Except me. Alone. Sigh. Oh how I wish @MysteriousLover was here
1963596992.0,neutral,"Boa tarde, chegay"
1963597199.0,neutral,@H60DSTABOY yeeeeemp  same time like yesterday
1963597290.0,neutral,Work time....
1963597348.0,neutral,"@DawnChamberlin no, def rubbish tonight"
1963597385.0,sadness,not feeling too great today
1963597465.0,happiness,looking at this website!! should be working!!
1963597514.0,sadness,@dutchcowboys Huh... PR from 5 to 2..?
1963597582.0,worry,where is my melly belly when i need her ?
1963598246.0,worry,"@ my sisters crying my eyes out, hubby called from Iraq, spoke for n2 minutes heard popping sounds in the background and call dropped."
1963598578.0,love,@scotlanded It is! Wish there was one in our area.
1963598800.0,empty,@PinkTribble I do not consider myself to be an estate agent
1963599163.0,happiness,@lvlyfairygrl i would say no bc its so overcast  but if it gets sunny again then yes!
1963599538.0,sadness,"@tommcfly hey tom, i'm happy that you're enjoying brazil, but i'm sad cuz i'm not goin to see you in your show"
1963599556.0,worry,@brookeburke i found out that there's sushi with fake crab meat and it's not good for you
1963599658.0,worry,Just home from work!!!!! Need to continue packing. Raerae is gone for the weekend.   Mya and I are hanging out
1963600077.0,worry,My graduation day... And i feel like a failure...
1963600171.0,neutral,I only have 2 more seasons of X-Files to watch
1963600261.0,worry,@Littleradge shit your in trouble now  why don't you try with one of those companys that buys your house for you
1963600587.0,surprise,@_chellebelle_ hey! aww i cnt view it in the UK they're blocked  what it it??x
1963600874.0,hate,Musem equaled FAIL!!!!! hall of fucking life was closed cause of construction
1963601180.0,neutral,Is up way to early for a saturday  though its nearly my weekend!
1963601381.0,neutral,Yah me too
1963601475.0,boredom,Man i am being boring today not tweeting  How are you guys?
1963601955.0,sadness,i wish mum hadn't spent forever talking to me so i could call my kiera later &gt;.&lt;. i don't have much time left now though
1963601957.0,worry,"@ddeeaannnnaa89 already did... index finger, left hand... still bleeding, hurts pretty bad. I hate being clumsy"
1963602412.0,sadness,"Has work very, very soon. Way too soon!"
1963602530.0,neutral,My belly is speaking to me! I need food!
1963602883.0,neutral,@FamousRejects OmG U NasTY
1963603159.0,neutral,"OH NOES! My XBox 360 badge holder BROKE  in Bellevue, WA http://loopt.us/CjN5vA.t"
1963603233.0,happiness,@gabilicious111 hahaha probably not  sorry. We've got some things to do around the house...and then we have to go to Jared's parents house
1963603381.0,worry,@shadowcall I'm sorry to hear that.
1963603407.0,sadness,"@jgooden When you put it that way... it doesn't make much sense, does it?    ROTFL!!"
1963603475.0,sadness,Listening to Hey Zulu - Red n' Meth. Sux to be at work right now
1963603623.0,hate,Why are CDs in HMV so overpriced? ï¿½12.99 for @billyraycyrus? I hate having no money
1963603862.0,empty,"A singing girl. Talented, yeah. Good to complain about? No"
1963604236.0,neutral,I have clocked out for possibly my last time at Northview Middle School.
1963604429.0,love,@BugJemm  not for too long I hope x
1963604460.0,sadness,I've experienced apathy over empathy in customer service situations too many times recently.
1963605132.0,sadness,@RaptorsForum Sigh... you know I am...
1963605655.0,worry,"@LindseyJaffe Loved the shoutout on TweetHampton, congrats!! Hope you're feeling better, i missed you last weekend"
1963605675.0,sadness,Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i'm super excited about! And looking forward to tonight too
1963605929.0,worry,ugh i need a job but no one is hiring
1963605975.0,worry,"oh my gosh  this is the hardest decision of my life! who do i chose? Jonas or Green Day,ugh"
1963606061.0,hate,@tommcfly you didn't come to see the hosts at hilton mr. thomas. we spent lots of money for nothing. that's boring
1963606548.0,neutral,"I want to go shopping tomorrow, but I have to work  Buy me things, you know you want to!"
1963606664.0,worry,I ran out of white and yellow oil paint   I may have to add &quot;Utrecht run&quot; to my list.
1963606870.0,neutral,Must head back to the office
1963606976.0,neutral,im away from the comp....  ill be back later
1963607255.0,worry,"Its not looking too good outside  if this continues, i feel a movie night coming on..."
1963607497.0,happiness,I don't know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk.
1963607663.0,neutral,@pd1ddee i havent got a call
1963607862.0,sadness,@CreationsWHeart Ive been wanting 2 but will be gone 4 2 mo. &amp; have to close my shops!
1963608177.0,anger,@playspymaster I want an invite - sick of seeing all these links for people playing and being left out
1963608199.0,sadness,"Finally feels like a nice summer day, and I'm feeling sick"
1963608419.0,surprise,"I got so much gray hair all of a sudden.  I just ordered me some Garnier Roasted Coffee from drugstore.com, well see how that goes."
1963608451.0,neutral,Getting ready to ship a care package to the daughter. She's not coming home this summer from college
1963608548.0,worry,walking back 2 wk. Its a beautiful day. had 2 njoy it b4 it rains
1963608695.0,hate,"oh no, gotta fillout more paperwork for my new job, daayum, this is going to take a while!"
1963608766.0,relief,With bff @love_chrissy22 glad she got that dog out of here lol my stomatch hurts
1963608827.0,surprise,arghh ! i feel like a lobster ! sunburn hurts
1963608834.0,sadness,"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed"
1963609008.0,worry,@Beadz2Pleaz I think I might get some of that today.  My throat is killing me! It feels like it's in my lungs
1963609230.0,sadness,I miss Heroes already  Come one fall!
1963609364.0,anger,#thingsmummysaid my mummy told me she never wnted to be my mummy ever again  so i live wid my dad i think ?? it all confusing
1963609374.0,neutral,aha exams starts tomorrow i know i've been a tweet freak but won't be able to do anything till the end of it  see u all by then
1963609625.0,worry,@itsjustgoldie Why are you insulting me? What did I do to you?
1963609762.0,neutral,back from exmouth
1963609905.0,hate,depressed; my best friends pissed @ me
1963610228.0,worry,Can't believe those idiots buzzed out the juggler.
1963610511.0,surprise,@Nunzio_Bruno what question? oh I'm not around tonight...
1963610626.0,sadness,All my spare time seems 'twill be spent doing homework this weekend.
1963610782.0,worry,3 tweeets {:    FGS tweekdeckkk hates me  -cryyyy
1963610822.0,neutral,#bgt not the best song for her
1963640875.0,worry,Poor Lil J-Man has a fever. I can't wait to go home and hold the little man!
1963640956.0,relief,I had my hair in a messy ponytail all day &amp; I took it out just now and it looks really nice (: but still messy
1963641229.0,love,Wow one of the nicest patients I've ever had! He's being deplyod to falouga-Iraq n-week
1963641275.0,neutral,@SEOGoddess thanks I'll check it out! i'll be staying a Thursday night though
1963641360.0,neutral,Same old customer service team member
1963641405.0,fun,OMG that little girl on BGT!!!!!!!!
1963641445.0,love,@petsaretalking this kitteh likes going in front... or behind... or to the side...of the box.
1963641558.0,sadness,I'm feeling so frustrated...I just can't get things to work!!
1963641711.0,worry,"I fat-fingered the Coke machine, so I am drinking a Diet Pepsi instead of a Diet Dr. Pepper.   I wish the machine used error correction!"
1963641758.0,worry,Done with the Missourian for the day. No call back from Sturtz...
1963642332.0,surprise,ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.
1963642518.0,sadness,Ewwwy. Just did campus cleanup for community service.
1963642601.0,relief,Oh gosh how I want the party to be over and done with already.
1963642746.0,sadness,@gfalcone601 that little girl on BGT! how sad! i cried  lol xxxxxxxxxxxxxxxxxxx
1963642961.0,sadness,@NathalieCaron I ended up not going because my left knee is killing me.  I think I pushed myself too much yesterday
1963643352.0,worry,"SMH!!!! Im sick with this bug that's going around..Almost everyone I know is sick, including me..."
1963643610.0,worry,"@H0TCOMMODITY thanks, u 2!!! Idk if Im going or not... I don't feel like getting all dress up and doing my hair!!!  LOL"
1963643799.0,enthusiasm,@eedawson It's not gonna storm!  because I said so!
1963644061.0,relief,not doing relay  oh well.
1963644152.0,sadness,Please don't vote for her out of sympathy!  #BGT
1963644271.0,worry,awwww bless her  she needs another chance.
1963644401.0,sadness,aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x
1963644458.0,hate,On the subject of frosty beer - My bloody fridge has conked and my beer is warm
1963644710.0,relief,Officially drugged up and taking a nap. Allergies ain't no joke. Never had them this bad since two days ago.
1963645602.0,worry,My beautiful lil cousin @SjFindlator is going to prom today...SAD  I can't be there..but I know shes gonna look BEAUTIFUL as always...
1963645619.0,worry,@ArsenalSarah she lookd soo freaked out!!poor wee thing
1963645665.0,sadness,"Sitting watching britain's got f all talent, but have watched a small girl cry and it's sad"
1963645711.0,fun,I want it to be summer. NOW. why is it sprinkling STILL!?!?
1963645791.0,worry,Stupid sun i  actually have to work now
1963645883.0,hate,argggggg car crash tv its just sooooooooo horrible to see her like that  #bgt
1963646055.0,happiness,Being followed by compliance.  Great.   Have to watch what I say now.
1963646284.0,worry,Now Im crying....  Poor thing..
1963646354.0,worry,Ouch just burned myself making soup for nico...
1963646676.0,happiness,@beeank haha its awesome i always have to use it when i eat
1963647537.0,love,awww holly  shes so cute! i hope they let her sing again!
1963647690.0,empty,Woke up... cleaned... Aunt Emmas... Walmart.. Commissary... Now its time for a nap!!!.. then off to work
